nflId,displayName_x,position,totalTackles,pff_missedTackle,assists,displayName_y,club,side,within_1_yard,within_3_yards,within_5_yards,totalPlays,tackle_contribution_rate
46142,Jerome Baker,ILB,35,7,14,Jerome Baker,MIA,Defense,41,55,73,296,0.12166172106824925
52505,Jacob Phillips,MLB,27,6,16,Jacob Phillips,CLE,Defense,41,42,43,173,0.19158878504672897
46138,B.J. Hill,DT,14,1,19,B.J. Hill,CIN,Defense,40,41,64,257,0.13468013468013468
47810,Johnathan Abram,SS,36,9,12,Johnathan Abram,LV,Defense,40,37,65,247,0.13937282229965156
52478,Brandon Jones,SS,24,6,23,Brandon Jones,MIA,Defense,39,36,45,188,0.17180616740088106
43497,Kamu Grugier-Hill,ILB,28,6,10,Kamu Grugier-Hill,HOU,Defense,39,28,42,185,0.17410714285714285
43298,Leonard Floyd,DE,13,2,18,Leonard Floyd,LA,Defense,39,32,60,235,0.14233576642335766
53469,Richie Grant,SS,39,8,22,Richie Grant,ATL,Defense,39,64,100,360,0.09774436090225563
43296,DeForest Buckner,DT,15,1,18,DeForest Buckner,IND,Defense,39,32,63,243,0.13829787234042554
47793,Devin Bush,ILB,25,1,18,Devin Bush,PIT,Defense,39,43,58,220,0.15057915057915058
53641,Damar Hamlin,SS,38,6,12,Damar Hamlin,BUF,Defense,38,30,51,212,0.152
52416,Isaiah Simmons,DB,28,6,12,Isaiah Simmons,ARI,Defense,38,37,56,231,0.1412639405204461
47790,Josh Allen,OLB,11,4,9,Josh Allen,JAX,Defense,38,32,63,260,0.12751677852348994
46175,Josey Jewell,ILB,19,5,16,Josey Jewell,DEN,Defense,38,20,32,129,0.2275449101796407
52542,Jaylinn Hawkins,FS,28,6,19,Jaylinn Hawkins,ATL,Defense,38,38,75,285,0.11764705882352941
46307,Zach Sieler,DT,16,5,13,Zach Sieler,MIA,Defense,38,32,59,236,0.1386861313868613
52706,Jonas Griffith,ILB,24,5,17,Jonas Griffith,DEN,Defense,37,31,49,190,0.16299559471365638
52415,Derrick Brown,DE,20,2,22,Derrick Brown,CAR,Defense,37,37,64,247,0.13028169014084506
41235,Anthony Barr,OLB,18,3,13,Anthony Barr,DAL,Defense,37,39,54,204,0.15352697095435686
37104,Cameron Heyward,DT,17,1,13,Cameron Heyward,PIT,Defense,37,39,60,217,0.14566929133858267
45004,Xavier Woods,FS,28,3,20,Xavier Woods,CAR,Defense,36,45,69,323,0.10027855153203342
47796,Christian Wilkins,DT,23,2,17,Christian Wilkins,MIA,Defense,36,45,62,250,0.1258741258741259
46080,Minkah Fitzpatrick,FS,26,2,17,Minkah Fitzpatrick,PIT,Defense,36,36,60,269,0.1180327868852459
46135,Lorenzo Carter,OLB,13,3,11,Lorenzo Carter,ATL,Defense,36,38,77,301,0.10682492581602374
54504,Kyler Gordon,CB,35,9,10,Kyler Gordon,CHI,Defense,35,40,76,311,0.10115606936416185
42116,Adrian Phillips,SS,23,3,17,Adrian Phillips,NE,Defense,35,38,54,204,0.14644351464435146
46190,Taron Johnson,CB,34,6,13,Taron Johnson,BUF,Defense,35,42,59,264,0.11705685618729098
44991,Davon Godchaux,NT,12,2,18,Davon Godchaux,NE,Defense,35,36,59,196,0.15151515151515152
40074,William Gholston,DE,11,1,12,William Gholston,TB,Defense,35,26,44,162,0.17766497461928935
47974,Marcus Epps,SS,32,8,13,Marcus Epps,PHI,Defense,35,39,65,275,0.11290322580645161
46527,Frankie Luvu,ILB,33,12,11,Frankie Luvu,CAR,Defense,34,54,66,251,0.11929824561403508
42467,Kwon Alexander,OLB,25,4,16,Kwon Alexander,NYJ,Defense,34,31,48,190,0.15178571428571427
44903,John Johnson,FS,29,9,9,John Johnson,CLE,Defense,34,42,65,258,0.11643835616438356
47889,Maxx Crosby,DE,26,8,14,Maxx Crosby,LV,Defense,34,33,65,283,0.10725552050473186
52624,Kamren Curl,SS,32,1,13,Kamren Curl,WAS,Defense,34,45,62,241,0.12363636363636364
54466,Travon Walker,OLB,15,7,15,Travon Walker,JAX,Defense,34,40,70,270,0.1118421052631579
44925,Eddie Jackson,SS,45,10,19,Eddie Jackson,CHI,Defense,33,47,77,310,0.09620991253644315
35459,Kareem Jackson,SS,28,9,23,Kareem Jackson,DEN,Defense,33,44,66,303,0.09821428571428571
47881,Quincy Williams,OLB,35,9,13,Quincy Williams,NYJ,Defense,33,35,50,195,0.14473684210526316
52446,Yetur Gross-Matos,OLB,13,1,15,Yetur Gross-Matos,CAR,Defense,33,42,68,244,0.11913357400722022
46711,Ryan Neal,SS,24,3,6,Ryan Neal,SEA,Defense,32,24,54,193,0.14222222222222222
52497,Cameron Dantzler,CB,39,3,4,Cameron Dantzler,MIN,Defense,32,26,57,251,0.11307420494699646
53554,Camryn Bynum,FS,21,2,13,Camryn Bynum,MIN,Defense,32,47,68,295,0.09785932721712538
47826,Jahlani Tavai,ILB,14,0,15,Jahlani Tavai,NE,Defense,32,43,46,176,0.15384615384615385
46082,Daron Payne,DT,10,4,20,Daron Payne,WAS,Defense,31,33,68,267,0.1040268456375839
46521,Ben Niemann,ILB,14,1,8,Ben Niemann,ARI,Defense,31,29,36,129,0.19375
46264,Sebastian Joseph,NT,13,4,15,Sebastian Joseph,LAC,Defense,31,31,56,206,0.1308016877637131
42488,Bobby McCain,FS,28,7,14,Bobby McCain,WAS,Defense,31,37,68,287,0.09748427672955975
52481,Davon Hamilton,DT,16,3,15,Davon Hamilton,JAX,Defense,30,36,47,193,0.13452914798206278
43335,A'Shawn Robinson,DT,16,3,18,A'Shawn Robinson,LA,Defense,30,29,52,190,0.13636363636363635
44944,Deatrich Wise,DE,15,2,12,Deatrich Wise,NE,Defense,30,43,68,240,0.1111111111111111
53577,Ta'Quon Graham,DE,13,4,15,Ta'Quon Graham,ATL,Defense,30,35,56,228,0.11627906976744186
53609,Talanoa Hufanga,SS,28,11,12,Talanoa Hufanga,SF,Defense,30,41,58,239,0.11152416356877323
44854,Marcus Williams,FS,25,1,7,Marcus Williams,BAL,Defense,29,19,39,158,0.15508021390374332
48259,Darius Harris,ILB,19,2,11,Darius Harris,KC,Defense,29,22,35,133,0.17901234567901234
47843,Nasir Adderley,FS,21,2,8,Nasir Adderley,LAC,Defense,29,37,56,247,0.10507246376811594
47844,Taylor Rapp,FS,20,3,18,Taylor Rapp,LA,Defense,29,27,56,217,0.11788617886178862
44964,Desmond King,CB,27,5,7,Desmond King,HOU,Defense,29,36,47,186,0.13488372093023257
47854,Dre'Mont Jones,DE,14,4,11,Dre'Mont Jones,DEN,Defense,29,27,52,233,0.11068702290076336
45287,Kenny Moore,CB,30,5,11,Kenny Moore,IND,Defense,29,42,76,333,0.08011049723756906
42485,Adrian Amos,FS,29,5,12,Adrian Amos,GB,Defense,29,42,68,285,0.09235668789808917
48544,Shy Tuttle,DT,12,1,9,Shy Tuttle,NO,Defense,29,37,47,182,0.13744075829383887
54500,Roger McCreary,CB,42,6,8,Roger McCreary,TEN,Defense,29,37,67,293,0.09006211180124224
41915,Shaquil Barrett,OLB,16,2,11,Shaquil Barrett,TB,Defense,29,25,50,209,0.12184873949579832
46083,Marcus Davenport,DE,9,1,8,Marcus Davenport,NO,Defense,29,23,43,168,0.14720812182741116
43533,Jayron Kearse,FS,21,2,11,Jayron Kearse,DAL,Defense,28,22,42,168,0.14285714285714285
47809,Montez Sweat,DE,13,1,11,Montez Sweat,WAS,Defense,28,36,61,211,0.11715481171548117
52852,Myles Hartsfield,FS,39,6,10,Myles Hartsfield,CAR,Defense,28,47,74,301,0.0851063829787234
53462,Tyson Campbell,CB,31,6,10,Tyson Campbell,JAX,Defense,28,28,58,321,0.08022922636103152
52444,Xavier McKinney,FS,24,3,14,Xavier McKinney,NYG,Defense,28,39,62,255,0.0989399293286219
42401,Markus Golden,OLB,13,2,13,Markus Golden,ARI,Defense,28,30,51,221,0.11244979919678715
42470,Damien Wilson,MLB,16,4,10,Damien Wilson,CAR,Defense,28,24,28,123,0.18543046357615894
47863,Sione Takitaki,OLB,17,1,17,Sione Takitaki,CLE,Defense,28,34,40,162,0.14736842105263157
54574,Coby Bryant,CB,29,8,8,Coby Bryant,SEA,Defense,27,23,49,198,0.12
46097,Terrell Edmunds,SS,19,5,12,Terrell Edmunds,PIT,Defense,27,43,61,268,0.09152542372881356
46137,Justin Reid,SS,24,9,11,Justin Reid,KC,Defense,27,37,70,286,0.08626198083067092
53441,Micah Parsons,OLB,19,2,9,Micah Parsons,DAL,Defense,27,38,57,251,0.09712230215827339
47799,Brian Burns,OLB,16,7,15,Brian Burns,CAR,Defense,27,33,67,294,0.08411214953271028
38559,Harrison Smith,SS,36,2,7,Harrison Smith,MIN,Defense,27,26,58,241,0.10074626865671642
46146,Sam Hubbard,DE,20,5,13,Sam Hubbard,CIN,Defense,27,49,69,262,0.09342560553633218
47996,Donovan Wilson,SS,41,13,13,Donovan Wilson,DAL,Defense,27,52,74,276,0.0891089108910891
52471,Willie Gay,OLB,15,6,13,Willie Gay,KC,Defense,27,15,30,110,0.19708029197080293
43306,Keanu Neal,FS,25,8,11,Keanu Neal,TB,Defense,27,27,51,177,0.1323529411764706
43316,Kenny Clark,NT,13,1,18,Kenny Clark,GB,Defense,27,40,62,254,0.09608540925266904
47848,Zach Allen,DE,14,1,18,Zach Allen,ARI,Defense,27,35,69,272,0.0903010033444816
47802,Jeffery Simmons,DT,10,5,12,Jeffery Simmons,TEN,Defense,26,37,55,229,0.10196078431372549
41263,Demarcus Lawrence,DE,20,5,11,Demarcus Lawrence,DAL,Defense,26,30,47,184,0.12380952380952381
44851,Marcus Maye,FS,23,4,9,Marcus Maye,NO,Defense,26,34,44,210,0.11016949152542373
54503,Arnold Ebiketie,OLB,12,2,6,Arnold Ebiketie,ATL,Defense,26,30,51,204,0.11304347826086956
44829,Jonathan Allen,DT,17,3,9,Jonathan Allen,WAS,Defense,26,42,64,251,0.09386281588447654
44827,Malik Hooker,FS,27,2,10,Malik Hooker,DAL,Defense,26,38,58,228,0.10236220472440945
43426,Dean Lowry,DE,17,1,10,Dean Lowry,GB,Defense,26,31,41,195,0.11764705882352941
46211,D.J. Reed,CB,34,5,6,D.J. Reed,NYJ,Defense,26,21,52,318,0.0755813953488372
38843,Rodney McLeod,FS,25,2,13,Rodney McLeod,IND,Defense,26,40,63,277,0.0858085808580858
48026,Nick Scott,SS,21,9,13,Nick Scott,LA,Defense,26,60,83,276,0.08609271523178808
46153,Justin Jones,DT,12,2,8,Justin Jones,CHI,Defense,26,27,55,206,0.11206896551724138
53601,Deommodore Lenoir,CB,15,5,10,Deommodore Lenoir,SF,Defense,25,24,44,184,0.11961722488038277
46186,Jordan Whitehead,SS,27,10,19,Jordan Whitehead,NYJ,Defense,25,54,76,315,0.07352941176470588
52424,A.J. Terrell,CB,19,8,9,A.J. Terrell,ATL,Defense,25,28,54,218,0.102880658436214
42441,Steven Nelson,CB,25,9,7,Steven Nelson,HOU,Defense,25,38,63,289,0.07961783439490445
53494,Andre Cisco,SS,32,6,14,Andre Cisco,JAX,Defense,25,44,78,321,0.07225433526011561
46074,Bradley Chubb,OLB,11,6,11,Bradley Chubb,DEN,Defense,25,30,54,213,0.10504201680672269
47877,Jamel Dean,CB,27,0,8,Jamel Dean,TB,Defense,25,17,50,325,0.07142857142857142
35466,Devin McCourty,FS,36,3,9,Devin McCourty,NE,Defense,25,39,67,276,0.08305647840531562
40039,Duron Harmon,SS,24,6,12,Duron Harmon,LV,Defense,25,35,64,280,0.08196721311475409
40017,Tyrann Mathieu,FS,27,8,13,Tyrann Mathieu,NO,Defense,25,56,67,309,0.0748502994011976
54523,Troy Andersen,ILB,14,6,13,Troy Andersen,ATL,Defense,25,20,25,105,0.19230769230769232
37308,Lawrence Guy,DT,8,0,11,Lawrence Guy,NE,Defense,25,23,26,123,0.16891891891891891
43299,Eli Apple,CB,14,6,7,Eli Apple,CIN,Defense,24,25,53,244,0.08955223880597014
43301,Sheldon Rankins,DT,13,4,8,Sheldon Rankins,NYJ,Defense,24,26,50,176,0.12
44938,Samson Ebukam,DE,11,3,10,Samson Ebukam,SF,Defense,24,25,42,169,0.12435233160621761
52445,Kyle Dugger,FS,16,2,7,Kyle Dugger,NE,Defense,24,18,36,128,0.15789473684210525
37778,Josh Bynes,ILB,18,3,10,Josh Bynes,BAL,Defense,24,34,38,156,0.13333333333333333
43435,Matt Judon,OLB,8,1,14,Matt Judon,NE,Defense,24,31,54,203,0.10572687224669604
47804,Darnell Savage,SS,23,9,7,Darnell Savage,GB,Defense,24,48,67,308,0.07228915662650602
43411,Andrew Billings,DT,6,4,12,Andrew Billings,LV,Defense,24,33,48,184,0.11538461538461539
46214,Bilal Nichols,DT,5,3,11,Bilal Nichols,LV,Defense,24,24,52,205,0.10480349344978165
53481,Jeremiah Owusu-Koramoah,OLB,26,8,14,Jeremiah Owusu-Koramoah,CLE,Defense,24,37,47,166,0.12631578947368421
47964,Jaquan Johnson,FS,11,4,13,Jaquan Johnson,BUF,Defense,24,22,29,123,0.16326530612244897
47888,Chauncey Gardner-Johnson,SS,36,10,5,Chauncey Gardner-Johnson,PHI,Defense,24,42,57,264,0.08333333333333333
37097,Cameron Jordan,DE,18,6,13,Cameron Jordan,NO,Defense,23,41,57,219,0.09504132231404959
47795,Rashan Gary,OLB,13,4,11,Rashan Gary,GB,Defense,23,26,55,220,0.09465020576131687
53465,Jevon Holland,FS,40,5,9,Jevon Holland,MIA,Defense,23,46,78,311,0.0688622754491018
48476,Nik Needham,CB,15,1,6,Nik Needham,MIA,Defense,23,18,35,158,0.1270718232044199
41239,Aaron Donald,DT,13,1,16,Aaron Donald,LA,Defense,23,28,54,249,0.08455882352941177
45643,Dylan Cole,ILB,14,6,10,Dylan Cole,TEN,Defense,23,23,29,119,0.1619718309859155
46117,Uchenna Nwosu,OLB,18,6,15,Uchenna Nwosu,SEA,Defense,23,36,67,255,0.08273381294964029
47947,E.J. Speed,OLB,18,0,11,E.J. Speed,IND,Defense,23,23,28,109,0.17424242424242425
44873,Josh Jones,FS,20,7,4,Josh Jones,SEA,Defense,23,26,39,175,0.11616161616161616
43333,Jihad Ward,OLB,15,3,7,Jihad Ward,NYG,Defense,23,24,48,178,0.11442786069651742
47816,Byron Murphy,CB,29,3,6,Byron Murphy,ARI,Defense,23,28,70,336,0.06406685236768803
46456,Darious Williams,CB,14,9,11,Darious Williams,JAX,Defense,23,28,51,234,0.08949416342412451
47846,Juan Thornhill,FS,22,6,9,Juan Thornhill,KC,Defense,23,42,70,290,0.07348242811501597
43441,Matt Ioannidis,DT,5,4,13,Matt Ioannidis,CAR,Defense,23,34,59,239,0.08778625954198473
46902,Robert Spillane,ILB,12,2,11,Robert Spillane,PIT,Defense,23,29,34,138,0.14285714285714285
53447,Jaelan Phillips,OLB,13,10,13,Jaelan Phillips,MIA,Defense,23,37,53,229,0.09126984126984126
54708,Jaylen Watson,CB,23,7,5,Jaylen Watson,KC,Defense,22,21,39,212,0.09401709401709402
42030,K'Waun Williams,CB,22,4,7,K'Waun Williams,DEN,Defense,22,22,43,197,0.1004566210045662
43387,Justin Simmons,FS,14,6,9,Justin Simmons,DEN,Defense,22,21,40,164,0.11827956989247312
44976,Matt Milano,OLB,31,6,6,Matt Milano,BUF,Defense,22,39,54,233,0.08627450980392157
41270,Lamarcus Joyner,SS,16,6,18,Lamarcus Joyner,NYJ,Defense,22,38,66,318,0.06470588235294118
54505,Boye Mafe,OLB,16,1,5,Boye Mafe,SEA,Defense,22,17,30,137,0.13836477987421383
46194,Avonte Maddox,CB,15,7,10,Avonte Maddox,PHI,Defense,22,21,38,165,0.11764705882352941
47973,Armon Watts,NT,12,2,10,Armon Watts,CHI,Defense,22,20,37,140,0.13580246913580246
38542,Fletcher Cox,DT,6,1,10,Fletcher Cox,PHI,Defense,22,25,42,170,0.11458333333333333
44828,Marlon Humphrey,CB,20,4,10,Marlon Humphrey,BAL,Defense,22,32,63,282,0.07236842105263158
53592,Darrick Forrest,SS,26,2,10,Darrick Forrest,WAS,Defense,22,33,53,203,0.09777777777777778
54469,Ahmad Gardner,CB,31,4,13,Ahmad Gardner,NYJ,Defense,22,38,67,311,0.06606606606606606
52479,Justin Madubuike,DT,8,3,11,Justin Madubuike,BAL,Defense,22,25,46,177,0.11055276381909548
46099,Mike Hughes,CB,12,1,9,Mike Hughes,DET,Defense,22,16,30,139,0.13664596273291926
43797,Cory Littleton,OLB,14,4,12,Cory Littleton,CAR,Defense,22,26,38,137,0.13836477987421383
54936,Kader Kohou,CB,33,5,3,Kader Kohou,MIA,Defense,21,29,48,187,0.10096153846153846
52506,Malik Harrison,OLB,15,4,8,Malik Harrison,BAL,Defense,21,27,33,133,0.13636363636363635
47941,Michael Jackson,CB,35,5,2,Michael Jackson,SEA,Defense,21,30,60,300,0.06542056074766354
47917,Greg Gaines,NT,4,2,10,Greg Gaines,LA,Defense,21,30,53,220,0.08713692946058091
46132,Carlton Davis,CB,30,4,6,Carlton Davis,TB,Defense,21,21,43,220,0.08713692946058091
53611,Adetokunbo Ogundeji,OLB,6,7,10,Adetokunbo Ogundeji,ATL,Defense,21,26,35,162,0.11475409836065574
46165,Harrison Phillips,DT,9,1,11,Harrison Phillips,MIN,Defense,21,28,45,197,0.0963302752293578
53596,Nate Hobbs,CB,29,4,8,Nate Hobbs,LV,Defense,21,26,34,179,0.105
52496,Jordan Elliott,DT,7,3,6,Jordan Elliott,CLE,Defense,21,34,51,188,0.10047846889952153
46197,Kentavius Street,DT,6,1,5,Kentavius Street,NO,Defense,21,26,34,143,0.12804878048780488
47786,Quinnen Williams,NT,14,2,10,Quinnen Williams,NYJ,Defense,21,35,57,209,0.09130434782608696
53476,Asante Samuel,CB,25,4,3,Asante Samuel,LAC,Defense,21,15,51,285,0.06862745098039216
33131,Calais Campbell,DE,8,4,10,Calais Campbell,BAL,Defense,21,27,35,176,0.1065989847715736
42560,Rakeem Nunez-Roches,NT,9,1,8,Rakeem Nunez-Roches,TB,Defense,21,34,45,177,0.10606060606060606
43323,Jaylon Smith,MLB,15,1,10,Jaylon Smith,NYG,Defense,21,26,28,110,0.16030534351145037
41595,Mike Pennel,NT,8,1,3,Mike Pennel,CHI,Defense,21,15,29,107,0.1640625
43373,Kendall Fuller,CB,25,2,7,Kendall Fuller,WAS,Defense,21,31,62,301,0.06521739130434782
42431,Danielle Hunter,OLB,20,6,9,Danielle Hunter,MIN,Defense,21,30,62,243,0.07954545454545454
38868,Tashaun Gipson,FS,22,0,5,Tashaun Gipson,SF,Defense,21,36,55,250,0.07749077490774908
42480,Grady Jarrett,DT,13,2,12,Grady Jarrett,ATL,Defense,20,39,65,274,0.06802721088435375
53460,Odafe Oweh,OLB,16,5,8,Odafe Oweh,BAL,Defense,20,29,54,211,0.08658008658008658
43378,Javon Hargrave,DT,15,3,5,Javon Hargrave,PHI,Defense,20,27,38,170,0.10526315789473684
53504,Osa Odighizuwa,DT,11,2,6,Osa Odighizuwa,DAL,Defense,20,34,42,178,0.10101010101010101
46205,Marquis Haynes,OLB,6,1,7,Marquis Haynes,CAR,Defense,20,21,37,145,0.12121212121212122
43356,Maliek Collins,DT,7,0,5,Maliek Collins,HOU,Defense,20,16,30,117,0.145985401459854
53583,Michael Carter,CB,25,4,4,Michael Carter,NYJ,Defense,20,27,47,189,0.09569377990430622
43757,Andrew Adams,SS,20,3,7,Andrew Adams,TEN,Defense,20,16,33,150,0.11764705882352941
43787,Roy Robertson-Harris,DT,15,4,11,Roy Robertson-Harris,JAX,Defense,20,28,53,214,0.08547008547008547
54468,Derek Stingley,CB,29,3,8,Derek Stingley,HOU,Defense,20,30,59,287,0.06514657980456026
54560,Zach Carter,DT,9,4,9,Zachary Carter,CIN,Defense,20,24,39,153,0.11560693641618497
46098,Taven Bryan,DT,5,2,6,Taven Bryan,CLE,Defense,20,18,36,149,0.11834319526627218
35562,Al Woods,NT,13,1,9,Al Woods,SEA,Defense,20,16,33,129,0.1342281879194631
44830,Adoree' Jackson,CB,33,7,8,Adoree' Jackson,NYG,Defense,20,27,48,242,0.07633587786259542
52522,Leki Fotu,DT,8,2,10,Leki Fotu,ARI,Defense,20,23,40,148,0.11904761904761904
46757,Charvarius Ward,CB,25,0,9,Charvarius Ward,SF,Defense,20,21,42,218,0.08403361344537816
42543,Quandre Diggs,FS,26,7,13,Quandre Diggs,SEA,Defense,20,35,68,323,0.05830903790087463
47867,Khalen Saunders,DT,13,1,13,Khalen Saunders,KC,Defense,20,17,23,100,0.16666666666666666
52578,Broderick Washington,DT,12,3,9,Broderick Washington,BAL,Defense,20,25,36,138,0.12658227848101267
48089,Malik Reed,OLB,7,2,10,Malik Reed,PIT,Defense,20,27,50,179,0.10050251256281408
